"G","Date","Tm","X","Opp","Result","GS","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","Player","RSorPO"
1,"1984-10-26","CHI","","WSB","W",1,"40:00",5,16,0.31,0,0,NA,6,7,0.86,1,5,6,7,2,4,5,2,16,12.5,"Michael Jordan","Regular Season"
2,"1984-10-27","CHI","@","MIL","L",1,"34:00",8,13,0.62,0,0,NA,5,5,1,3,2,5,5,2,1,3,4,21,19.4,"Michael Jordan","Regular Season"
3,"1984-10-29","CHI","","MIL","W",1,"34:00",13,24,0.54,0,0,NA,11,13,0.85,2,2,4,5,6,2,3,4,37,32.9,"Michael Jordan","Regular Season"
4,"1984-10-30","CHI","@","KCK","W",1,"36:00",8,21,0.38,0,0,NA,9,9,1,2,2,4,5,3,1,6,5,25,14.7,"Michael Jordan","Regular Season"
5,"1984-11-01","CHI","@","DEN","L",1,"33:00",7,15,0.47,0,0,NA,3,4,0.75,3,2,5,5,1,1,2,4,17,13.2,"Michael Jordan","Regular Season"
6,"1984-11-07","CHI","@","DET","W",1,"27:00",9,19,0.47,0,0,NA,7,9,0.78,1,3,4,3,3,1,5,5,25,14.9,"Michael Jordan","Regular Season"
7,"1984-11-08","CHI","@","NYK","W",1,"33:00",15,22,0.68,0,0,NA,3,4,0.75,4,4,8,5,3,2,5,2,33,29.3,"Michael Jordan","Regular Season"
8,"1984-11-10","CHI","@","IND","W",1,"42:00",9,22,0.41,0,0,NA,9,12,0.75,2,7,9,4,2,5,3,4,27,21.2,"Michael Jordan","Regular Season"
9,"1984-11-13","CHI","","SAS","W",1,"43:00",18,27,0.67,1,1,1,8,11,0.73,2,8,10,4,3,2,4,4,45,NA,"Michael Jordan","Regular Season"
10,"1984-11-15","CHI","","BOS","L",1,"33:00",12,24,0.5,0,1,0,3,3,1,0,2,2,2,2,1,1,4,27,17.1,"Michael Jordan","Regular Season"
11,"1984-11-17","CHI","","PHI","L",1,"44:00",4,17,0.24,0,0,NA,8,8,1,0,5,5,7,5,2,4,5,16,12.5,"Michael Jordan","Regular Season"
12,"1984-11-19","CHI","","IND","L",1,"39:00",11,26,0.42,0,3,0,12,16,0.75,2,3,5,2,2,1,3,3,34,20.8,"Michael Jordan","Regular Season"
13,"1984-11-21","CHI","@","MIL","L",1,"42:00",11,22,0.5,0,0,NA,13,14,0.93,4,9,13,2,2,2,6,3,35,26.7,"Michael Jordan","Regular Season"
14,"1984-11-23","CHI","@","SEA","W",1,"30:00",9,13,0.69,0,0,NA,5,6,0.83,0,4,4,3,4,1,4,4,23,19.5,"Michael Jordan","Regular Season"
15,"1984-11-24","CHI","@","POR","L",1,"41:00",10,24,0.42,0,1,0,10,10,1,3,3,6,8,3,1,4,4,30,23.9,"Michael Jordan","Regular Season"
16,"1984-11-27","CHI","@","GSW","L",1,"24:00",6,10,0.6,0,0,NA,1,1,1,0,2,2,3,3,2,4,1,13,11.1,"Michael Jordan","Regular Season"
17,"1984-11-29","CHI","@","PHO","L",1,"30:00",9,17,0.53,1,1,1,3,4,0.75,1,2,3,2,2,0,2,5,22,NA,"Michael Jordan","Regular Season"
18,"1984-11-30","CHI","@","LAC","W",1,"37:00",9,15,0.6,0,0,NA,2,4,0.5,2,3,5,5,3,0,4,4,20,15.5,"Michael Jordan","Regular Season"
19,"1984-12-02","CHI","@","LAL","W",1,"42:00",7,13,0.54,0,0,NA,6,8,0.75,2,0,2,3,1,1,4,3,20,12.9,"Michael Jordan","Regular Season"
20,"1984-12-04","CHI","","NJN","W",1,"35:00",7,13,0.54,0,0,NA,6,6,1,1,2,3,6,1,0,3,3,20,NA,"Michael Jordan","Regular Season"
21,"1984-12-07","CHI","","NYK","W",1,"43:00",8,16,0.5,0,1,0,5,7,0.71,1,1,2,3,2,0,6,5,21,9.3,"Michael Jordan","Regular Season"
22,"1984-12-08","CHI","","DAL","W",1,"35:00",10,23,0.43,0,0,NA,0,0,NA,4,3,7,2,0,2,2,3,20,11.2,"Michael Jordan","Regular Season"
23,"1984-12-11","CHI","","DET","L",1,"37:00",13,28,0.46,0,1,0,1,3,0.33,1,7,8,6,2,0,3,4,27,16.2,"Michael Jordan","Regular Season"
24,"1984-12-12","CHI","@","DET","L",1,"30:00",6,17,0.35,0,2,0,9,10,0.9,0,1,1,2,2,1,1,5,21,12.5,"Michael Jordan","Regular Season"
25,"1984-12-14","CHI","@","NJN","L",1,"44:00",12,25,0.48,0,0,NA,10,10,1,2,6,8,8,1,0,0,4,34,29.5,"Michael Jordan","Regular Season"
26,"1984-12-15","CHI","","PHI","L",1,"27:00",7,16,0.44,0,0,NA,0,0,NA,1,1,2,2,1,0,1,2,14,7.2,"Michael Jordan","Regular Season"
27,"1984-12-18","CHI","","HOU","L",1,"45:00",8,20,0.4,0,1,0,2,4,0.5,1,2,3,8,3,0,1,2,18,14.5,"Michael Jordan","Regular Season"
28,"1984-12-20","CHI","@","ATL","W",1,"41:00",12,22,0.55,0,0,NA,10,16,0.62,4,4,8,7,5,1,7,5,34,26.6,"Michael Jordan","Regular Season"
29,"1984-12-22","CHI","","BOS","W",1,"35:00",12,18,0.67,0,0,NA,8,8,1,1,11,12,8,0,3,3,3,32,31.7,"Michael Jordan","Regular Season"
30,"1984-12-27","CHI","","CLE","W",1,"44:00",20,33,0.61,0,1,0,5,5,1,2,5,7,11,3,0,3,1,45,40.1,"Michael Jordan","Regular Season"
31,"1984-12-29","CHI","","ATL","L",1,"39:00",7,18,0.39,0,0,NA,7,9,0.78,1,3,4,5,0,0,3,6,21,10.1,"Michael Jordan","Regular Season"
32,"1985-01-02","CHI","@","ATL","L",1,"34:00",10,14,0.71,0,0,NA,5,6,0.83,1,6,7,4,3,0,4,2,25,22.3,"Michael Jordan","Regular Season"
33,"1985-01-04","CHI","","MIL","W",1,"38:00",9,16,0.56,0,1,0,4,5,0.8,0,2,2,6,3,0,0,4,22,20.2,"Michael Jordan","Regular Season"
34,"1985-01-05","CHI","@","NYK","L",1,"42:00",16,25,0.64,0,0,NA,10,11,0.91,4,3,7,4,2,1,3,3,42,NA,"Michael Jordan","Regular Season"
35,"1985-01-09","CHI","@","BOS","L",1,"42:00",12,24,0.5,0,0,NA,12,13,0.92,4,2,6,6,2,1,4,4,36,28.3,"Michael Jordan","Regular Season"
36,"1985-01-11","CHI","","NYK","W",1,"30:00",8,14,0.57,0,0,NA,7,7,1,2,4,6,5,2,0,5,3,23,18.3,"Michael Jordan","Regular Season"
37,"1985-01-12","CHI","@","CLE","L",1,"36:00",10,21,0.48,0,1,0,4,6,0.67,4,8,12,3,1,0,3,5,24,15.8,"Michael Jordan","Regular Season"
38,"1985-01-14","CHI","","DEN","W",1,"43:00",11,16,0.69,0,0,NA,13,15,0.87,2,12,14,15,3,1,6,3,35,39.4,"Michael Jordan","Regular Season"
39,"1985-01-16","CHI","@","NJN","L",1,"44:00",8,17,0.47,0,1,0,11,12,0.92,1,6,7,7,2,0,6,3,27,20.1,"Michael Jordan","Regular Season"
40,"1985-01-17","CHI","","CLE","W",1,"40:00",8,20,0.4,0,0,NA,9,12,0.75,0,4,4,6,2,2,3,4,25,17.2,"Michael Jordan","Regular Season"
41,"1985-01-19","CHI","@","IND","L",1,"41:00",15,27,0.56,2,4,0.5,6,8,0.75,2,10,12,7,3,2,2,5,38,NA,"Michael Jordan","Regular Season"
42,"1985-01-22","CHI","","POR","W",1,"39:00",11,20,0.55,0,1,0,7,7,1,1,11,12,5,2,0,4,4,29,23.3,"Michael Jordan","Regular Season"
43,"1985-01-25","CHI","","SEA","W",1,"37:00",6,15,0.4,0,1,0,10,10,1,2,2,4,8,4,2,1,3,22,24.7,"Michael Jordan","Regular Season"
44,"1985-01-26","CHI","","ATL","W",1,"43:00",17,24,0.71,0,0,NA,11,11,1,1,7,8,10,0,4,5,3,45,NA,"Michael Jordan","Regular Season"
45,"1985-01-29","CHI","","KCK","W",1,"38:00",11,17,0.65,0,0,NA,4,6,0.67,0,7,7,7,3,0,1,3,26,25.5,"Michael Jordan","Regular Season"
46,"1985-01-30","CHI","@","WSB","L",1,"41:00",12,19,0.63,0,0,NA,14,15,0.93,0,7,7,8,4,0,4,3,38,35.6,"Michael Jordan","Regular Season"
47,"1985-02-01","CHI","@","PHI","L",1,"37:00",9,16,0.56,0,2,0,13,14,0.93,0,6,6,5,2,0,3,5,31,25.3,"Michael Jordan","Regular Season"
48,"1985-02-05","CHI","","BOS","L",1,"45:00",14,25,0.56,0,1,0,13,14,0.93,4,8,12,7,4,1,1,6,41,40.1,"Michael Jordan","Regular Season"
49,"1985-02-07","CHI","@","CLE","L",1,"38:00",8,17,0.47,0,0,NA,7,8,0.88,3,1,4,7,4,0,7,6,23,15.8,"Michael Jordan","Regular Season"
50,"1985-02-12","CHI","","DET","W",1,"45:00",19,31,0.61,0,0,NA,11,13,0.85,7,8,15,5,4,0,6,5,49,40.9,"Michael Jordan","Regular Season"
51,"1985-02-15","CHI","","IND","L",1,"37:00",8,20,0.4,0,1,0,1,2,0.5,1,6,7,6,0,2,4,1,17,9.5,"Michael Jordan","Regular Season"
52,"1985-02-17","CHI","@","MIL","L",1,"34:00",9,15,0.6,0,0,NA,8,8,1,2,1,3,3,2,1,5,1,26,20.2,"Michael Jordan","Regular Season"
53,"1985-02-19","CHI","","LAL","L",1,"30:00",6,13,0.46,0,2,0,4,5,0.8,4,2,6,8,0,0,3,5,16,12.9,"Michael Jordan","Regular Season"
54,"1985-02-22","CHI","@","BOS","L",1,"42:00",8,18,0.44,0,0,NA,10,12,0.83,1,3,4,7,3,0,3,3,26,21.1,"Michael Jordan","Regular Season"
55,"1985-02-23","CHI","","GSW","W",1,"32:00",15,20,0.75,0,0,NA,8,8,1,1,4,5,5,3,0,0,4,38,NA,"Michael Jordan","Regular Season"
56,"1985-02-26","CHI","","CLE","L",1,"48:00",12,27,0.44,0,1,0,4,4,1,3,6,9,5,0,0,1,4,28,18.7,"Michael Jordan","Regular Season"
57,"1985-02-27","CHI","@","DET","L",1,"35:00",8,17,0.47,0,1,0,8,9,0.89,1,5,6,2,4,1,4,3,24,NA,"Michael Jordan","Regular Season"
58,"1985-03-01","CHI","","NYK","W",1,"38:00",6,15,0.4,0,0,NA,9,12,0.75,2,8,10,10,3,0,7,2,21,17.7,"Michael Jordan","Regular Season"
59,"1985-03-03","CHI","","NJN","L",1,"41:00",13,21,0.62,0,0,NA,11,12,0.92,6,8,14,5,3,1,3,2,37,37.1,"Michael Jordan","Regular Season"
60,"1985-03-05","CHI","","WSB","W",1,"44:00",12,23,0.52,0,0,NA,13,17,0.76,2,7,9,8,2,1,2,3,37,32.7,"Michael Jordan","Regular Season"
61,"1985-03-06","CHI","@","BOS","W",1,"42:00",13,28,0.46,0,0,NA,7,7,1,2,5,7,3,5,2,5,2,33,24.2,"Michael Jordan","Regular Season"
62,"1985-03-08","CHI","","LAC","W",1,"28:00",7,13,0.54,1,2,0.5,11,14,0.79,2,6,8,7,0,1,1,3,26,25.1,"Michael Jordan","Regular Season"
63,"1985-03-09","CHI","","UTA","L",1,"38:00",9,21,0.43,1,1,1,9,16,0.56,2,4,6,4,5,0,6,5,28,16.5,"Michael Jordan","Regular Season"
64,"1985-03-11","CHI","@","WSB","L",1,"34:00",6,14,0.43,0,0,NA,9,10,0.9,1,3,4,4,0,0,4,2,21,12.8,"Michael Jordan","Regular Season"
65,"1985-03-12","CHI","","DET","W",1,"39:00",11,24,0.46,0,1,0,10,11,0.91,3,5,8,4,1,0,5,2,32,20.8,"Michael Jordan","Regular Season"
66,"1985-03-14","CHI","@","NYK","L",1,"34:00",5,18,0.28,0,0,NA,6,11,0.55,1,2,3,8,1,0,1,3,16,9.1,"Michael Jordan","Regular Season"
67,"1985-03-15","CHI","","PHO","W",1,"42:00",11,15,0.73,0,0,NA,5,6,0.83,1,8,9,14,2,2,6,3,27,29.6,"Michael Jordan","Regular Season"
68,"1985-03-17","CHI","","MIL","W",1,"48:00",11,25,0.44,0,3,0,10,13,0.77,6,5,11,16,1,1,3,5,32,31.3,"Michael Jordan","Regular Season"
69,"1985-03-19","CHI","@","HOU","L",1,"42:00",11,22,0.5,0,0,NA,9,10,0.9,2,2,4,7,2,1,7,3,31,NA,"Michael Jordan","Regular Season"
70,"1985-03-20","CHI","@","SAS","L",1,"43:00",14,23,0.61,0,1,0,10,12,0.83,3,4,7,4,3,0,2,5,38,31.8,"Michael Jordan","Regular Season"
71,"1985-03-23","CHI","@","DAL","W",1,"43:00",5,17,0.29,0,0,NA,10,10,1,3,6,9,10,2,1,1,1,20,22.3,"Michael Jordan","Regular Season"
72,"1985-03-24","CHI","@","UTA","L",1,"35:00",9,24,0.38,0,0,NA,8,11,0.73,3,6,9,6,4,2,3,2,26,21.3,"Michael Jordan","Regular Season"
73,"1985-03-26","CHI","","IND","W",1,"40:00",13,24,0.54,0,1,0,12,13,0.92,4,5,9,5,3,0,3,5,38,31.8,"Michael Jordan","Regular Season"
74,"1985-03-28","CHI","@","CLE","L",1,"41:00",11,25,0.44,1,3,0.33,12,14,0.86,4,4,8,10,2,0,2,4,35,30.5,"Michael Jordan","Regular Season"
75,"1985-03-30","CHI","","PHI","L",1,"42:00",13,19,0.68,1,1,1,11,13,0.85,2,3,5,6,1,0,3,1,38,33.2,"Michael Jordan","Regular Season"
76,"1985-04-02","CHI","","NJN","W",1,"44:00",12,19,0.63,0,0,NA,7,8,0.88,5,3,8,9,3,0,7,1,31,28.4,"Michael Jordan","Regular Season"
77,"1985-04-03","CHI","@","WSB","W",1,"40:00",12,19,0.63,0,1,0,1,3,0.33,1,5,6,3,4,0,2,5,25,NA,"Michael Jordan","Regular Season"
78,"1985-04-05","CHI","@","PHI","L",1,"38:00",13,21,0.62,0,1,0,14,15,0.93,0,1,1,5,3,0,2,6,40,32.5,"Michael Jordan","Regular Season"
79,"1985-04-06","CHI","@","ATL","W",1,"43:00",12,18,0.67,0,0,NA,9,9,1,2,5,7,4,3,2,7,4,33,26.7,"Michael Jordan","Regular Season"
80,"1985-04-08","CHI","@","IND","L",1,"39:00",6,20,0.3,0,1,0,10,14,0.71,2,6,8,5,3,0,5,2,22,12.7,"Michael Jordan","Regular Season"
81,"1985-04-12","CHI","","ATL","L",1,"36:00",11,16,0.69,0,1,0,6,7,0.86,2,1,3,6,5,0,7,3,28,23.5,"Michael Jordan","Regular Season"
82,"1985-04-13","CHI","@","NJN","L",1,"40:00",9,24,0.38,1,5,0.2,10,11,0.91,2,0,2,9,1,0,4,3,29,18.9,"Michael Jordan","Regular Season"
1,"1985-10-25","CHI","","CLE","W",1,"39:00",13,26,0.5,0,0,NA,3,4,0.75,3,3,6,3,3,0,3,5,29,18.7,"Michael Jordan","Regular Season"
2,"1985-10-26","CHI","","DET","W",1,"41:00",9,24,0.38,0,0,NA,15,16,0.94,2,5,7,6,2,3,6,5,33,22.6,"Michael Jordan","Regular Season"
3,"1985-10-29","CHI","@","GSW","W",1,"18:00",6,10,0.6,0,0,NA,0,0,NA,0,2,2,2,0,0,1,1,12,NA,"Michael Jordan","Regular Season"
4,"1986-03-15","CHI","","MIL","L",0,"13:00",4,7,0.57,0,0,NA,4,7,0.57,0,1,1,2,1,0,1,2,12,8.4,"Michael Jordan","Regular Season"
5,"1986-03-17","CHI","@","ATL","L",0,"14:00",4,16,0.25,0,1,0,9,10,0.9,3,1,4,1,7,1,1,0,17,16.8,"Michael Jordan","Regular Season"
6,"1986-03-19","CHI","@","PHI","L",0,"15:00",4,14,0.29,0,2,0,4,6,0.67,4,0,4,3,2,2,1,1,12,9.9,"Michael Jordan","Regular Season"
7,"1986-03-21","CHI","@","BOS","L",0,"16:00",7,16,0.44,0,1,0,6,7,0.86,2,0,2,1,0,1,1,3,20,11.8,"Michael Jordan","Regular Season"
8,"1986-03-22","CHI","@","CLE","L",0,"16:00",4,13,0.31,0,0,NA,0,1,0,1,0,1,1,0,0,1,2,8,-0.3,"Michael Jordan","Regular Season"
9,"1986-03-25","CHI","","NYK","W",0,"19:00",5,12,0.42,0,1,0,9,9,1,1,2,3,3,1,0,2,3,19,13.8,"Michael Jordan","Regular Season"
10,"1986-03-28","CHI","@","NJN","L",0,"22:00",9,15,0.6,0,0,NA,4,6,0.67,0,1,1,3,5,0,3,4,22,17.1,"Michael Jordan","Regular Season"
11,"1986-03-29","CHI","@","NYK","W",0,"23:00",10,17,0.59,0,1,0,4,6,0.67,1,0,1,1,1,3,4,2,24,NA,"Michael Jordan","Regular Season"
12,"1986-04-01","CHI","@","MIL","L",0,"26:00",8,16,0.5,0,1,0,12,12,1,1,4,5,2,1,3,1,2,28,24.6,"Michael Jordan","Regular Season"
13,"1986-04-03","CHI","@","IND","W",0,"28:00",12,19,0.63,0,0,NA,2,4,0.5,1,4,5,3,3,2,3,1,26,21.7,"Michael Jordan","Regular Season"
14,"1986-04-05","CHI","","ATL","W",0,"31:00",10,21,0.48,2,3,0.67,8,9,0.89,1,2,3,3,1,1,4,1,30,19.6,"Michael Jordan","Regular Season"
15,"1986-04-07","CHI","","MIL","W",1,"31:00",10,18,0.56,1,3,0.33,5,5,1,1,4,5,7,1,3,2,3,26,24.1,"Michael Jordan","Regular Season"
16,"1986-04-08","CHI","@","ATL","L",1,"33:00",12,25,0.48,0,2,0,6,6,1,1,5,6,6,2,1,7,2,30,18.6,"Michael Jordan","Regular Season"
17,"1986-04-11","CHI","","WSB","W",1,"37:00",12,36,0.33,0,1,0,7,10,0.7,1,4,5,2,3,1,2,5,31,12.4,"Michael Jordan","Regular Season"
18,"1986-04-13","CHI","@","CLE","L",1,"29:00",11,23,0.48,0,2,0,7,7,1,0,3,3,4,4,0,2,4,29,21.4,"Michael Jordan","Regular Season"
1,"1986-11-01","CHI","@","NYK","W",1,"41:00",15,31,0.48,0,0,NA,20,22,0.91,2,4,6,3,4,3,6,2,50,NA,"Michael Jordan","Regular Season"
2,"1986-11-02","CHI","@","CLE","W",1,"39:00",16,31,0.52,0,0,NA,9,12,0.75,6,2,8,2,0,4,3,3,41,29.3,"Michael Jordan","Regular Season"
3,"1986-11-04","CHI","","SAS","W",1,"44:00",14,31,0.45,0,1,0,6,13,0.46,3,5,8,5,4,2,6,2,34,20.8,"Michael Jordan","Regular Season"
4,"1986-11-07","CHI","@","DET","L",1,"42:00",11,26,0.42,0,1,0,11,15,0.73,0,0,0,5,1,1,3,4,33,18.2,"Michael Jordan","Regular Season"
5,"1986-11-08","CHI","","PHO","W",1,"39:00",17,27,0.63,0,0,NA,5,5,1,3,3,6,3,5,0,3,2,39,33.2,"Michael Jordan","Regular Season"
6,"1986-11-11","CHI","","ATL","W",1,"39:00",14,32,0.44,0,0,NA,6,6,1,4,1,5,3,1,3,5,4,34,18.9,"Michael Jordan","Regular Season"
7,"1986-11-12","CHI","@","WSB","L",1,"39:00",9,25,0.36,0,1,0,10,12,0.83,0,4,4,4,3,1,4,4,28,15.4,"Michael Jordan","Regular Season"
8,"1986-11-14","CHI","","BOS","L",1,"41:00",17,33,0.52,1,1,1,13,14,0.93,2,3,5,1,2,1,0,3,48,35.8,"Michael Jordan","Regular Season"
9,"1986-11-21","CHI","","NYK","W",1,"40:00",14,26,0.54,0,0,NA,12,15,0.8,1,5,6,4,3,2,2,2,40,32.8,"Michael Jordan","Regular Season"
10,"1986-11-22","CHI","","WSB","W",1,"39:00",10,26,0.38,0,0,NA,2,3,0.67,2,7,9,4,3,1,3,3,22,13.2,"Michael Jordan","Regular Season"
11,"1986-11-26","CHI","@","DEN","L",1,"41:00",13,31,0.42,0,0,NA,11,14,0.79,2,7,9,3,1,3,2,5,37,NA,"Michael Jordan","Regular Season"
12,"1986-11-28","CHI","@","LAL","L",1,"45:00",19,NA,NA,0,1,0,3,4,0.75,8,2,10,3,1,1,3,4,41,23.5,"Michael Jordan","Regular Season"
13,"1986-11-29","CHI","@","GSW","L",1,"42:00",11,30,0.37,0,1,0,18,19,0.95,3,2,5,6,4,0,2,3,40,30.7,"Michael Jordan","Regular Season"
14,"1986-12-02","CHI","@","SEA","W",1,"48:00",13,30,0.43,0,0,NA,14,15,0.93,5,4,9,6,3,NA,4,3,40,34.7,"Michael Jordan","Regular Season"
15,"1986-12-03","CHI","@","UTA","L",1,"40:00",17,33,0.52,0,2,0,11,13,0.85,0,3,3,3,6,1,2,3,45,34.4,"Michael Jordan","Regular Season"
16,"1986-12-05","CHI","@","PHO","L",1,"41:00",15,37,0.41,0,0,NA,13,17,0.76,2,2,4,2,3,1,1,1,43,27.2,"Michael Jordan","Regular Season"
17,"1986-12-06","CHI","@","SAS","L",1,"44:00",18,38,0.47,0,2,0,7,7,1,5,0,5,3,1,1,2,4,43,27.3,"Michael Jordan","Regular Season"
18,"1986-12-09","CHI","","DEN","W",1,"42:00",16,30,0.53,0,0,NA,8,9,0.89,2,4,6,6,3,4,3,3,40,33.4,"Michael Jordan","Regular Season"
19,"1986-12-10","CHI","@","ATL","L",1,"39:00",15,25,0.6,0,0,NA,11,12,0.92,2,2,4,4,3,0,3,3,41,32.7,"Michael Jordan","Regular Season"
20,"1986-12-12","CHI","@","MIL","W",1,"39:00",16,24,0.67,0,0,NA,9,11,0.82,0,5,5,3,2,0,2,5,41,31.4,"Michael Jordan","Regular Season"
21,"1986-12-13","CHI","","MIL","L",1,"31:00",3,17,0.18,0,0,NA,5,8,0.62,0,4,4,2,0,1,2,2,11,-0.4,"Michael Jordan","Regular Season"
22,"1986-12-16","CHI","","NJN","W",1,"37:00",13,29,0.45,0,1,0,15,18,0.83,2,3,5,1,0,0,4,5,41,21.7,"Michael Jordan","Regular Season"
23,"1986-12-18","CHI","@","IND","W",1,"39:00",15,27,0.56,0,0,NA,11,12,0.92,2,1,3,6,0,1,2,2,41,31.5,"Michael Jordan","Regular Season"
24,"1986-12-20","CHI","","UTA","L",1,"38:00",10,26,0.38,0,0,NA,7,8,0.88,0,4,4,7,2,4,5,3,27,17.1,"Michael Jordan","Regular Season"
25,"1986-12-23","CHI","","CLE","W",1,"35:00",18,33,0.55,0,1,0,7,7,1,4,1,5,6,2,0,3,2,43,32.6,"Michael Jordan","Regular Season"
26,"1986-12-25","CHI","@","NYK","L",1,"41:00",10,28,0.36,0,0,NA,10,12,0.83,1,2,3,5,6,2,6,1,30,19.4,"Michael Jordan","Regular Season"
27,"1986-12-27","CHI","","IND","W",1,"36:00",20,29,0.69,0,0,NA,4,4,1,2,2,4,3,0,2,4,1,44,32.8,"Michael Jordan","Regular Season"
28,"1986-12-30","CHI","","GSW","L",1,"40:00",12,27,0.44,2,3,0.67,5,7,0.71,1,4,5,3,4,0,2,4,31,20.5,"Michael Jordan","Regular Season"
29,"1987-01-02","CHI","@","BOS","L",1,"40:00",13,31,0.42,0,1,0,8,10,0.8,6,2,8,3,1,0,2,2,34,21.8,"Michael Jordan","Regular Season"
30,"1987-01-03","CHI","","DET","W",1,"38:00",16,35,0.46,0,2,0,15,17,0.88,1,3,4,2,1,0,1,4,47,29.5,"Michael Jordan","Regular Season"
31,"1987-01-06","CHI","@","CLE","W",1,"38:00",13,23,0.57,0,0,NA,1,3,0.33,0,2,2,3,2,0,3,5,27,NA,"Michael Jordan","Regular Season"
32,"1987-01-08","CHI","","POR","W",1,"43:00",20,34,0.59,0,0,NA,13,16,0.81,3,1,4,5,3,2,3,3,53,NA,"Michael Jordan","Regular Season"
33,"1987-01-10","CHI","","NJN","W",1,"36:00",8,24,0.33,0,0,NA,15,15,1,1,6,7,5,2,1,4,3,31,20.9,"Michael Jordan","Regular Season"
34,"1987-01-15","CHI","","HOU","L",1,"43:00",17,NA,NA,1,4,0.25,8,9,0.89,1,2,3,3,2,1,2,2,43,22.6,"Michael Jordan","Regular Season"
35,"1987-01-17","CHI","","PHI","W",1,"44:00",17,34,0.5,0,0,NA,13,14,0.93,5,5,10,6,4,1,4,2,47,NA,"Michael Jordan","Regular Season"
36,"1987-01-19","CHI","@","IND","L",1,"41:00",11,25,0.44,1,1,1,9,11,0.82,4,2,6,3,0,0,5,5,32,16.6,"Michael Jordan","Regular Season"
37,"1987-01-20","CHI","","MIL","W",1,"39:00",11,22,0.5,0,0,NA,9,10,0.9,2,5,7,2,2,1,3,2,31,22.8,"Michael Jordan","Regular Season"
38,"1987-01-23","CHI","","CLE","W",1,"37:00",14,28,0.5,1,1,1,6,6,1,1,1,2,2,3,0,3,1,35,NA,"Michael Jordan","Regular Season"
39,"1987-01-24","CHI","@","CLE","L",1,"27:00",11,20,0.55,0,0,NA,5,6,0.83,0,0,0,1,1,0,1,4,27,16.1,"Michael Jordan","Regular Season"
40,"1987-01-27","CHI","","BOS","L",1,"40:00",13,34,0.38,0,2,0,4,6,0.67,1,4,5,6,2,0,5,2,30,12.9,"Michael Jordan","Regular Season"
41,"1987-01-28","CHI","@","BOS","L",1,"37:00",11,23,0.48,0,2,0,5,8,0.62,1,3,4,4,1,1,6,3,27,NA,"Michael Jordan","Regular Season"
42,"1987-01-30","CHI","@","PHI","L",1,"41:00",19,35,0.54,0,4,0,11,12,0.92,1,1,2,5,3,2,4,4,49,NA,"Michael Jordan","Regular Season"
43,"1987-02-01","CHI","@","DET","L",1,"44:00",14,39,0.36,1,5,0.2,9,9,1,4,1,5,5,5,0,2,5,38,23.9,"Michael Jordan","Regular Season"
44,"1987-02-03","CHI","","WSB","W",1,"43:00",12,28,0.43,0,1,0,8,9,0.89,3,3,6,6,0,2,5,3,32,19.2,"Michael Jordan","Regular Season"
45,"1987-02-05","CHI","@","MIL","L",1,"44:00",12,24,0.5,0,0,NA,12,13,0.92,2,5,7,5,2,2,3,2,36,29.6,"Michael Jordan","Regular Season"
46,"1987-02-10","CHI","","PHI","W",1,"41:00",11,22,0.5,0,0,NA,7,9,0.78,2,1,3,4,3,1,4,4,29,19.8,"Michael Jordan","Regular Season"
47,"1987-02-13","CHI","","SEA","W",1,"41:00",14,28,0.5,0,0,NA,17,19,0.89,0,3,3,6,2,2,1,3,45,36.5,"Michael Jordan","Regular Season"
48,"1987-02-14","CHI","@","NYK","W",1,"37:00",15,24,0.62,0,1,0,3,5,0.6,0,2,2,8,3,3,2,2,33,29.9,"Michael Jordan","Regular Season"
49,"1987-02-16","CHI","","SAC","L",1,"48:00",13,30,0.43,0,1,0,17,18,0.94,1,6,7,6,5,4,7,5,43,32.3,"Michael Jordan","Regular Season"
50,"1987-02-20","CHI","","LAL","L",1,"40:00",11,27,0.41,0,0,NA,11,12,0.92,2,0,2,5,5,2,2,4,33,25.8,"Michael Jordan","Regular Season"
51,"1987-02-22","CHI","","CLE","W",1,"39:00",16,29,0.55,0,0,NA,11,15,0.73,2,2,4,6,NA,5,4,1,43,NA,"Michael Jordan","Regular Season"
52,"1987-02-24","CHI","","ATL","W",1,"42:00",10,22,0.45,0,0,NA,14,18,0.78,3,9,12,2,5,5,2,3,34,32.5,"Michael Jordan","Regular Season"
53,"1987-02-26","CHI","","NJN","W",1,"37:00",16,25,0.64,0,0,NA,NA,27,NA,1,7,8,3,3,2,3,4,58,NA,"Michael Jordan","Regular Season"
54,"1987-02-28","CHI","","MIL","W",1,"38:00",11,28,0.39,0,1,0,15,17,0.88,3,3,6,2,3,1,3,4,37,24.5,"Michael Jordan","Regular Season"
55,"1987-03-01","CHI","@","NJN","L",1,"39:00",10,23,0.43,0,1,0,10,12,0.83,3,1,4,4,3,2,7,4,30,18.1,"Michael Jordan","Regular Season"
56,"1987-03-03","CHI","","LAC","W",1,"28:00",11,17,0.65,0,0,NA,8,9,0.89,0,3,3,8,3,2,2,1,30,30.6,"Michael Jordan","Regular Season"
57,"1987-03-04","CHI","@","DET","W",1,"43:00",22,39,0.56,0,0,NA,17,18,0.94,3,4,7,3,3,3,5,0,61,NA,"Michael Jordan","Regular Season"
